type/year,Quarter,CIK_old,Name,Type,Date,cik_formatted,file_name,gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,apdedate,fdate,at,ceq,oiadp,sale,exchg,cik,costat,conml,ggroup,gsector,delta_sale,delta_at
sec-10-k/2006,Q2,353184,AIR T INC,10-K,2006-06-26,353184,sec-10-k/2006_Q2_353184_AIR T INC_10-K_2006-06-26,1210,2006-03-31 00:00:00,2005,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2006/03/31,,23.923,14.5,3.158,79.529,14,353184,A,Air T Inc,2030,20,13.614480206860101,0
sec-10-k/2007,Q2,353184,AIR T INC,10-K,2007-06-15,353184,sec-10-k/2007_Q2_353184_AIR T INC_10-K_2007-06-15,1210,2007-03-31 00:00:00,2006,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2007/03/31,2007/07/19,24.615,15.449,3.826,67.303,14,353184,A,Air T Inc,2030,20,-15.373008588062216,1
sec-10-k/2008,Q2,353184,AIR T INC,10-K,2008-06-16,353184,sec-10-k/2008_Q2_353184_AIR T INC_10-K_2008-06-16,1210,2008-03-31 00:00:00,2007,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2008/03/31,2008/07/10,27.308,17.715,5.053,78.399,14,353184,A,Air T Inc,2030,20,16.486635068273337,1
sec-10-k/2009,Q2,353184,AIR T INC,10-K,2009-06-02,353184,sec-10-k/2009_Q2_353184_AIR T INC_10-K_2009-06-02,1210,2009-03-31 00:00:00,2008,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2009/03/31,2009/06/16,29.341,21.753,6.666,90.668,14,353184,A,Air T Inc,2030,20,15.649434304008969,1
sec-10-k/2010,Q2,353184,AIR T INC,10-K,2010-06-08,353184,sec-10-k/2010_Q2_353184_AIR T INC_10-K_2010-06-08,1210,2010-03-31 00:00:00,2009,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2010/03/31,2010/06/15,29.604,24.901,5.434,81.078,14,353184,A,Air T Inc,2030,20,-10.577050337495026,1
sec-10-k/2011,Q2,353184,AIR T INC,10-K,2011-06-03,353184,sec-10-k/2011_Q2_353184_AIR T INC_10-K_2011-06-03,1210,2011-03-31 00:00:00,2010,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2011/03/31,2011/06/14,34.221,26.241,3.336,83.362,14,353184,A,Air T Inc,2030,20,2.8170403808678137,1
sec-10-k/2012,Q2,353184,AIR T INC,10-K,2012-06-05,353184,sec-10-k/2012_Q2_353184_AIR T INC_10-K_2012-06-05,1210,2012-03-31 00:00:00,2011,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2012/03/31,2012/06/12,35.083,27.053,2.052,89.383,14,353184,A,Air T Inc,2030,20,7.2227153859072306,1
sec-10-k/2013,Q2,353184,AIR T INC,10-K,2013-06-04,353184,sec-10-k/2013_Q2_353184_AIR T INC_10-K_2013-06-04,1210,2013-03-31 00:00:00,2012,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2013/03/31,2013/06/12,36.055,28.124,2.732,103.064,14,353184,A,Air T Inc,2030,20,15.306042536052715,1
sec-10-k/2014,Q2,353184,AIR T INC,10-K,2014-06-02,353184,sec-10-k/2014_Q2_353184_AIR T INC_10-K_2014-06-02,1210,2014-03-31 00:00:00,2013,INDL,C,D,STD,AIRT,009207101,AIR T INC,USD,3,2014/03/31,2014/06/23,37.221,27.36,2.609,100.772,14,353184,A,Air T Inc,2030,20,-2.2238609019638163,1
sec-10-k/2004,Q1,355199,ESSEX CORPORATION,10-K,2004-03-17,355199,sec-10-k/2004_Q1_355199_ESSEX CORPORATION_10-K_2004-03-17,4456,2004-12-31 00:00:00,2004,INDL,C,D,STD,KEYW.1,296744105,ESSEX CORP,USD,12,2004/12/31,,135.566,127.545,1.951,70.471,14,355199,I,Essex Corp,2010,20,na,na
sec-10-k/2005,Q1,355199,ESSEX CORPORATION,10-K,2005-03-30,355199,sec-10-k/2005_Q1_355199_ESSEX CORPORATION_10-K_2005-03-30,4456,2005-12-31 00:00:00,2005,INDL,C,D,STD,KEYW.1,296744105,ESSEX CORP,USD,12,2005/12/31,,168.583,143.079,7.307,159.801,14,355199,I,Essex Corp,2010,20,126.76136283010034,1
sec-10-k/1996,Q3,355269,GNI GROUP INC -DE-,10-K,1996-09-26,355269,sec-10-k/1996_Q3_355269_GNI GROUP INC -DE-_10-K_1996-09-26,4954,1996-06-30 00:00:00,1996,INDL,C,D,STD,GNUC,362022105,GNI GROUP INC,USD,6,,,49.078,22.334,4.8,39.339,14,355269,I,GNI Group Inc,2020,20,na,na
sec-10-k/1995,Q3,355431,INSITUFORM EAST INC,10-K,1995-09-28,355431,sec-10-k/1995_Q3_355431_INSITUFORM EAST INC_10-K_1995-09-28,5977,1995-06-30 00:00:00,1995,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,19.48,15.122,2.491,21.594,19,355431,I,INEI Corp,2010,20,na,na
sec-10-k/1996,Q3,355431,INSITUFORM EAST INC,10-K,1996-09-25,355431,sec-10-k/1996_Q3_355431_INSITUFORM EAST INC_10-K_1996-09-25,5977,1996-06-30 00:00:00,1996,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,23.189,16.539,3.042,30.471,19,355431,I,INEI Corp,2010,20,41.108641289247011,1
sec-10-k/1997,Q3,355431,INSITUFORM EAST INC,10-K,1997-09-26,355431,sec-10-k/1997_Q3_355431_INSITUFORM EAST INC_10-K_1997-09-26,5977,1997-06-30 00:00:00,1997,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,23.065,15.734,-0.911,26.542,19,355431,I,INEI Corp,2010,20,-12.894227298086712,0
sec-10-k/1998,Q3,355431,INSITUFORM EAST INC,10-K,1998-09-25,355431,sec-10-k/1998_Q3_355431_INSITUFORM EAST INC_10-K_1998-09-25,5977,1998-06-30 00:00:00,1998,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,20.952,15.402,-1.898,23.891,19,355431,I,INEI Corp,2010,20,-9.9879436365006402,0
sec-10-k/1999,Q3,355431,INSITUFORM EAST INC,10-K,1999-09-28,355431,sec-10-k/1999_Q3_355431_INSITUFORM EAST INC_10-K_1999-09-28,5977,1999-06-30 00:00:00,1999,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,20.577,14.286,-2.801,23.315,19,355431,I,INEI Corp,2010,20,-2.4109497300238458,0
sec-10-k/2000,Q3,355431,INSITUFORM EAST INC,10-K,2000-09-28,355431,sec-10-k/2000_Q3_355431_INSITUFORM EAST INC_10-K_2000-09-28,5977,2000-06-30 00:00:00,2000,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,18.066,11.525,-2.956,22.422,19,355431,I,INEI Corp,2010,20,-3.8301522624919757,0
sec-10-k/2001,Q4,355431,INSITUFORM EAST INC,10-K,2001-10-09,355431,sec-10-k/2001_Q4_355431_INSITUFORM EAST INC_10-K_2001-10-09,5977,2001-06-30 00:00:00,2001,INDL,C,D,STD,INEY,45661M106,INEI CORP,USD,6,,,17.22,9.18,-2.129,23.206,19,355431,I,INEI Corp,2010,20,3.4965658728035081,0
sec-10-k/1994,Q1,355473,MANVILLE CORP,10-K,1994-03-29,355473,sec-10-k/1994_Q1_355473_MANVILLE CORP_10-K_1994-03-29,7007,1994-12-31 00:00:00,1994,INDL,C,D,STD,JM,478129109,JOHNS MANVILLE CORP,USD,12,,,3799.611,884.833,290.892,2560.343,11,355473,I,Johns Manville Corp,2010,20,na,na
sec-10-k/1999,Q1,355473,JOHNS MANVILLE CORP -NEW-,10-K,1999-03-16,355473,sec-10-k/1999_Q1_355473_JOHNS MANVILLE CORP -NEW-_10-K_1999-03-16,7007,1999-12-31 00:00:00,1999,INDL,C,D,STD,JM,478129109,JOHNS MANVILLE CORP,USD,12,,,2289.633,868.3,378.752,2161.786,11,355473,I,Johns Manville Corp,2010,20,na,na
sec-10-k/1999,Q4,355699,HABER INC,10-K,1999-10-19,355699,sec-10-k/1999_Q4_355699_HABER INC_10-K_1999-10-19,5418,1999-05-31 00:00:00,1998,INDL,C,D,STD,HABE,404450108,HABER INC,USD,5,,,0.098,-1.622,-1.283,0.0,19,355699,I,Haber Inc,2020,20,na,na
sec-10-k/1999,Q4,355699,HABER INC,10-K,1999-12-15,355699,sec-10-k/1999_Q4_355699_HABER INC_10-K_1999-12-15,5418,1999-05-31 00:00:00,1998,INDL,C,D,STD,HABE,404450108,HABER INC,USD,5,,,0.098,-1.622,-1.283,0.0,19,355699,I,Haber Inc,2020,20,na,na
sec-10-k/2001,Q1,355699,HABER INC,10-K,2001-01-29,355699,sec-10-k/2001_Q1_355699_HABER INC_10-K_2001-01-29,5418,2001-05-31 00:00:00,2000,INDL,C,D,STD,HABE,404450108,HABER INC,USD,5,,,0.035,-1.705,-0.313,0.012,19,355699,I,Haber Inc,2020,20,na,na
sec-10-k/2002,Q2,355699,HABER INC,10-K,2002-06-24,355699,sec-10-k/2002_Q2_355699_HABER INC_10-K_2002-06-24,5418,2002-05-31 00:00:00,2001,INDL,C,D,STD,HABE,404450108,HABER INC,USD,5,,,0.086,-1.767,-0.448,0.0,19,355699,I,Haber Inc,2020,20,-100.0,1
sec-10-k/2003,Q2,355699,HABER INC,10-K,2003-04-17,355699,sec-10-k/2003_Q2_355699_HABER INC_10-K_2003-04-17,5418,2003-05-31 00:00:00,2002,INDL,C,D,STD,HABE,404450108,HABER INC,USD,5,,,0.346,-1.422,-0.243,0.105,19,355699,I,Haber Inc,2020,20,0.105,1
sec-10-k/1994,Q4,355999,UNITED STATIONERS INC,10-K,1994-11-23,355999,sec-10-k/1994_Q4_355999_UNITED STATIONERS INC_10-K_1994-11-23,10981,1994-08-31 00:00:00,1994,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,8,,,587.257,246.01,36.294,1473.024,14,355999,A,Essendant Inc,2020,20,na,na
sec-10-k/1995,Q2,355999,UNITED STATIONERS INC,10-K,1995-06-28,355999,sec-10-k/1995_Q2_355999_UNITED STATIONERS INC_10-K_1995-06-28,10981,1995-12-31 00:00:00,1995,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,,,1001.383,30.024,67.316,1751.462,14,355999,A,Essendant Inc,2020,20,18.902475451859598,1
sec-10-k/1998,Q1,355999,UNITED STATIONERS INC,10-K,1998-03-12,355999,sec-10-k/1998_Q1_355999_UNITED STATIONERS INC_10-K_1998-03-12,10981,1998-12-31 00:00:00,1998,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,,,1166.991,370.563,169.363,3059.166,14,355999,A,Essendant Inc,2020,20,na,na
sec-10-k/2002,Q2,355999,UNITED STATIONERS INC,10-K,2002-04-01,355999,sec-10-k/2002_Q2_355999_UNITED STATIONERS INC_10-K_2002-04-01,10981,2002-12-31 00:00:00,2002,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,,,1349.229,558.884,121.995,3701.564,14,355999,A,Essendant Inc,2020,20,na,na
sec-10-k/2003,Q1,355999,UNITED STATIONERS INC,10-K,2003-03-31,355999,sec-10-k/2003_Q1_355999_UNITED STATIONERS INC_10-K_2003-03-31,10981,2003-12-31 00:00:00,2003,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2003/12/31,,1295.01,672.978,145.616,3847.722,14,355999,A,Essendant Inc,2020,20,3.9485471546621884,0
sec-10-k/2004,Q1,355999,UNITED STATIONERS INC,10-K,2004-03-15,355999,sec-10-k/2004_Q1_355999_UNITED STATIONERS INC_10-K_2004-03-15,10981,2004-12-31 00:00:00,2004,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2004/12/31,,1407.24,731.203,162.389,3991.19,14,355999,A,Essendant Inc,2020,20,3.7286477557370268,1
sec-10-k/2005,Q1,355999,UNITED STATIONERS INC,10-K,2005-03-16,355999,sec-10-k/2005_Q1_355999_UNITED STATIONERS INC_10-K_2005-03-16,10981,2005-12-31 00:00:00,2005,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2005/12/31,,1542.201,768.512,171.179,4408.546,14,355999,A,Essendant Inc,2020,20,10.456931391389519,1
sec-10-k/2006,Q1,355999,UNITED STATIONERS INC,10-K,2006-03-06,355999,sec-10-k/2006_Q1_355999_UNITED STATIONERS INC_10-K_2006-03-06,10981,2006-12-31 00:00:00,2006,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2006/12/31,2007/04/01,1553.394,800.94,183.924,4546.914,14,355999,A,Essendant Inc,2020,20,3.1386311949563717,1
sec-10-k/2007,Q1,355999,UNITED STATIONERS INC,10-K,2007-03-01,355999,sec-10-k/2007_Q1_355999_UNITED STATIONERS INC_10-K_2007-03-01,10981,2007-12-31 00:00:00,2007,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2007/12/31,2008/03/30,1765.555,574.254,203.905,4646.399,14,355999,A,Essendant Inc,2020,20,2.1879674873991384,1
sec-10-k/2008,Q1,355999,UNITED STATIONERS INC,10-K,2008-02-29,355999,sec-10-k/2008_Q1_355999_UNITED STATIONERS INC_10-K_2008-02-29,10981,2008-12-31 00:00:00,2008,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2008/12/31,2009/03/18,1881.516,565.638,189.357,4986.878,14,355999,A,Essendant Inc,2020,20,7.3278037465142214,1
sec-10-k/2009,Q1,355999,UNITED STATIONERS INC,10-K,2009-02-27,355999,sec-10-k/2009_Q1_355999_UNITED STATIONERS INC_10-K_2009-02-27,10981,2009-12-31 00:00:00,2009,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2009/12/31,2010/03/18,1808.516,706.713,176.982,4710.291,14,355999,A,Essendant Inc,2020,20,-5.5462956984309528,0
sec-10-k/2010,Q1,355999,UNITED STATIONERS INC,10-K,2010-02-25,355999,sec-10-k/2010_Q1_355999_UNITED STATIONERS INC_10-K_2010-02-25,10981,2010-12-31 00:00:00,2010,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2010/12/31,2011/03/15,1908.663,759.598,198.201,4832.237,14,355999,A,Essendant Inc,2020,20,2.5889270960116884,1
sec-10-k/2011,Q1,355999,UNITED STATIONERS INC,10-K,2011-02-25,355999,sec-10-k/2011_Q1_355999_UNITED STATIONERS INC_10-K_2011-02-25,10981,2011-12-31 00:00:00,2011,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2011/12/31,2012/03/06,1994.882,704.679,199.239,5005.501,14,355999,A,Essendant Inc,2020,20,3.5855857235479163,1
sec-10-k/2012,Q1,355999,UNITED STATIONERS INC,10-K,2012-02-27,355999,sec-10-k/2012_Q1_355999_UNITED STATIONERS INC_10-K_2012-02-27,10981,2012-12-31 00:00:00,2012,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2012/12/31,2013/03/06,2075.204,738.092,207.858,5080.106,14,355999,A,Essendant Inc,2020,20,1.4904601956926902,1
sec-10-k/2013,Q1,355999,UNITED STATIONERS INC,10-K,2013-02-22,355999,sec-10-k/2013_Q1_355999_UNITED STATIONERS INC_10-K_2013-02-22,10981,2013-12-31 00:00:00,2013,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2013/12/31,2014/02/23,2116.194,825.514,223.308,5085.293,14,355999,A,Essendant Inc,2020,20,0.10210416869254103,1
sec-10-k/2014,Q1,355999,UNITED STATIONERS INC,10-K,2014-02-19,355999,sec-10-k/2014_Q1_355999_UNITED STATIONERS INC_10-K_2014-02-19,10981,2014-12-31 00:00:00,2014,INDL,C,D,STD,ESND,296689102,ESSENDANT INC,USD,12,2014/12/31,2015/02/20,2370.217,856.118,218.151,5327.205,14,355999,A,Essendant Inc,2020,20,4.7570906927093537,1
sec-10-k/1997,Q4,356590,NUGGET EXPLORATION INC,10-K,1997-11-03,356590,sec-10-k/1997_Q4_356590_NUGGET EXPLORATION INC_10-K_1997-11-03,12807,1997-05-31 00:00:00,1996,INDL,C,D,STD,TTII,89468V208,TREE TOP INDUSTRIES INC,USD,5,,,0.658,-0.596,-0.013,0.0,19,356590,A,Tree Top Industries Inc,2020,20,na,na
sec-10-k/1997,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,1997-01-13,357108,sec-10-k/1997_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_1997-01-13,6185,1997-09-30 00:00:00,1997,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,,,9.449,-2.94,-8.936,13.693,19,357108,I,ISC8 Inc,2010,20,na,na
sec-10-k/1998,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,1998-01-07,357108,sec-10-k/1998_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_1998-01-07,6185,1998-09-30 00:00:00,1998,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,,,7.065,2.347,-5.958,9.315,19,357108,I,ISC8 Inc,2010,20,-31.972540714233553,0
sec-10-k/1999,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,1999-01-12,357108,sec-10-k/1999_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_1999-01-12,6185,1999-09-30 00:00:00,1999,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,,,10.51,2.213,-9.786,11.1,19,357108,I,ISC8 Inc,2010,20,19.162640901771336,1
sec-10-k/2000,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,2000-01-03,357108,sec-10-k/2000_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_2000-01-03,6185,2000-09-30 00:00:00,2000,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,,,20.307,7.586,-16.019,10.77,19,357108,I,ISC8 Inc,2010,20,-2.9729729729729737,1
sec-10-k/2000,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2000-12-29,357108,sec-10-k/2000_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2000-12-29,6185,2000-09-30 00:00:00,2000,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,,,20.307,7.586,-16.019,10.77,19,357108,I,ISC8 Inc,2010,20,na,na
sec-10-k/2002,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2002-12-26,357108,sec-10-k/2002_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2002-12-26,6185,2002-09-30 00:00:00,2002,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,,,10.395,3.627,-5.927,15.342,19,357108,I,ISC8 Inc,2010,20,na,na
sec-10-k/2003,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2003-12-24,357108,sec-10-k/2003_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2003-12-24,6185,2003-09-30 00:00:00,2003,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2003/09/28,,8.456,4.485,-5.791,12.642,19,357108,I,ISC8 Inc,2010,20,-17.598748533437618,0
sec-10-k/2004,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2004-12-14,357108,sec-10-k/2004_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2004-12-14,6185,2004-09-30 00:00:00,2004,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2004/10/03,,11.243,8.336,-4.029,13.92,19,357108,I,ISC8 Inc,2010,20,10.109159943046976,1
sec-10-k/2005,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2005-12-15,357108,sec-10-k/2005_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2005-12-15,6185,2005-09-30 00:00:00,2005,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2005/10/02,,11.653,8.094,-1.237,23.049,19,357108,I,ISC8 Inc,2010,20,65.581896551724142,1
sec-10-k/2007,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,2007-01-31,357108,sec-10-k/2007_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_2007-01-31,6185,2007-09-30 00:00:00,2007,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2007/09/30,2008/01/25,34.43,4.477,-10.818,35.785,19,357108,I,ISC8 Inc,2010,20,na,na
sec-10-k/2008,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,2008-01-15,357108,sec-10-k/2008_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_2008-01-15,6185,2008-09-30 00:00:00,2008,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2008/09/28,2009/01/21,22.884,-8.46,-6.993,16.677,19,357108,I,ISC8 Inc,2010,20,-53.396674584323037,0
sec-10-k/2009,Q1,357108,IRVINE SENSORS CORP-DE-,10-K,2009-01-12,357108,sec-10-k/2009_Q1_357108_IRVINE SENSORS CORP-DE-_10-K_2009-01-12,6185,2009-09-30 00:00:00,2009,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2009/09/27,2009/12/29,5.852,-4.704,-10.254,11.537,19,357108,I,ISC8 Inc,2010,20,-30.820891047550514,0
sec-10-k/2009,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2009-12-23,357108,sec-10-k/2009_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2009-12-23,6185,2009-09-30 00:00:00,2009,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2009/09/27,2009/12/29,5.852,-4.704,-10.254,11.537,19,357108,I,ISC8 Inc,2010,20,na,na
sec-10-k/2010,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2010-12-17,357108,sec-10-k/2010_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2010-12-17,6185,2010-09-30 00:00:00,2010,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2010/10/03,2010/12/20,6.325,-10.421,-7.323,11.717,19,357108,I,ISC8 Inc,2010,20,1.5601976250325016,1
sec-10-k/2011,Q4,357108,IRVINE SENSORS CORP-DE-,10-K,2011-12-29,357108,sec-10-k/2011_Q4_357108_IRVINE SENSORS CORP-DE-_10-K_2011-12-29,6185,2011-09-30 00:00:00,2011,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2011/10/02,2012/01/04,10.585,-19.036,-9.565,14.095,19,357108,I,ISC8 Inc,2010,20,20.295297431083043,1
sec-10-k/2012,Q4,357108,ISC8 INC. -DE,10-K,2012-12-28,357108,sec-10-k/2012_Q4_357108_ISC8 INC. -DE_10-K_2012-12-28,6185,2012-09-30 00:00:00,2012,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2012/09/30,2013/01/08,6.141,-35.754,-15.537,4.196,19,357108,I,ISC8 Inc,2010,20,-70.230578219226686,0
sec-10-k/2013,Q4,357108,ISC8 INC. -DE,10-K,2013-12-24,357108,sec-10-k/2013_Q4_357108_ISC8 INC. -DE_10-K_2013-12-24,6185,2013-09-30 00:00:00,2013,INDL,C,D,STD,ISCIQ,450098108,ISC8 INC,USD,9,2013/09/30,2013/12/30,4.965,-55.876,-15.039,0.501,19,357108,I,ISC8 Inc,2010,20,-88.060057197330792,0
sec-10-k/1996,Q2,700612,ARNOLD INDUSTRIES INC,10-K,1996-04-01,700612,sec-10-k/1996_Q2_700612_ARNOLD INDUSTRIES INC_10-K_1996-04-01,1766,1996-12-31 00:00:00,1996,INDL,C,D,STD,AIND,042595108,ARNOLD INDUSTRIES INC,USD,12,,,303.112,209.147,40.342,356.335,14,700612,I,Arnold Industries Inc,2030,20,na,na
sec-10-k/1997,Q1,700612,ARNOLD INDUSTRIES INC,10-K,1997-03-31,700612,sec-10-k/1997_Q1_700612_ARNOLD INDUSTRIES INC_10-K_1997-03-31,1766,1997-12-31 00:00:00,1997,INDL,C,D,STD,AIND,042595108,ARNOLD INDUSTRIES INC,USD,12,,,317.04,217.253,50.916,383.165,14,700612,I,Arnold Industries Inc,2030,20,7.5294315742208999,1
sec-10-k/1998,Q1,700612,ARNOLD INDUSTRIES INC,10-K,1998-03-31,700612,sec-10-k/1998_Q1_700612_ARNOLD INDUSTRIES INC_10-K_1998-03-31,1766,1998-12-31 00:00:00,1998,INDL,C,D,STD,AIND,042595108,ARNOLD INDUSTRIES INC,USD,12,,,320.111,226.4,56.197,403.721,14,700612,I,Arnold Industries Inc,2030,20,5.3647906254485624,1
sec-10-k/1999,Q1,700612,ARNOLD INDUSTRIES INC,10-K,1999-03-31,700612,sec-10-k/1999_Q1_700612_ARNOLD INDUSTRIES INC_10-K_1999-03-31,1766,1999-12-31 00:00:00,1999,INDL,C,D,STD,AIND,042595108,ARNOLD INDUSTRIES INC,USD,12,,,345.743,248.182,55.843,428.231,14,700612,I,Arnold Industries Inc,2030,20,6.0710242964819745,1
sec-10-k/2000,Q1,700612,ARNOLD INDUSTRIES INC,10-K,2000-03-30,700612,sec-10-k/2000_Q1_700612_ARNOLD INDUSTRIES INC_10-K_2000-03-30,1766,2000-12-31 00:00:00,2000,INDL,C,D,STD,AIND,042595108,ARNOLD INDUSTRIES INC,USD,12,,,356.847,276.158,63.42,462.365,14,700612,I,Arnold Industries Inc,2030,20,7.9709315766490549,1
sec-10-k/1994,Q1,700674,AIR EXPRESS INTERNATIONAL CORP -DE-,10-K,1994-03-30,700674,sec-10-k/1994_Q1_700674_AIR EXPRESS INTERNATIONAL CORP -DE-_10-K_1994-03-30,1203,1994-12-31 00:00:00,1994,INDL,C,D,STD,AEIC,009104100,AIR EXPRESS INTERNATIONAL CP,USD,12,,,380.934,99.35,38.245,997.379,14,700674,I,Air Express International Corp,2030,20,na,na
sec-10-k/1995,Q1,700674,AIR EXPRESS INTERNATIONAL CORP -DE-,10-K,1995-03-31,700674,sec-10-k/1995_Q1_700674_AIR EXPRESS INTERNATIONAL CORP -DE-_10-K_1995-03-31,1203,1995-12-31 00:00:00,1995,INDL,C,D,STD,AEIC,009104100,AIR EXPRESS INTERNATIONAL CP,USD,12,,,486.843,147.566,49.555,1222.217,14,700674,I,Air Express International Corp,2030,20,22.542884901326374,1
sec-10-k/1996,Q1,700674,AIR EXPRESS INTERNATIONAL CORP -DE-,10-K,1996-03-29,700674,sec-10-k/1996_Q1_700674_AIR EXPRESS INTERNATIONAL CORP -DE-_10-K_1996-03-29,1203,1996-12-31 00:00:00,1996,INDL,C,D,STD,AEIC,009104100,AIR EXPRESS INTERNATIONAL CP,USD,12,,,581.329,259.086,58.755,1335.447,14,700674,I,Air Express International Corp,2030,20,9.264312311152624,1
sec-10-k/1997,Q1,700674,AIR EXPRESS INTERNATIONAL CORP -DE-,10-K,1997-03-28,700674,sec-10-k/1997_Q1_700674_AIR EXPRESS INTERNATIONAL CORP -DE-_10-K_1997-03-28,1203,1997-12-31 00:00:00,1997,INDL,C,D,STD,AEIC,009104100,AIR EXPRESS INTERNATIONAL CP,USD,12,,,638.141,291.562,70.912,1545.72,14,700674,I,Air Express International Corp,2030,20,15.745514423260518,1
sec-10-k/1998,Q1,700674,AIR EXPRESS INTERNATIONAL CORP -DE-,10-K,1998-03-30,700674,sec-10-k/1998_Q1_700674_AIR EXPRESS INTERNATIONAL CORP -DE-_10-K_1998-03-30,1203,1998-12-31 00:00:00,1998,INDL,C,D,STD,AEIC,009104100,AIR EXPRESS INTERNATIONAL CP,USD,12,,,675.478,310.871,65.674,1516.796,14,700674,I,Air Express International Corp,2030,20,-1.8712315296431421,1
sec-10-k/1996,Q1,700841,RCM TECHNOLOGIES INC,10-K,1996-01-10,700841,sec-10-k/1996_Q1_700841_RCM TECHNOLOGIES INC_10-K_1996-01-10,8892,1996-10-31 00:00:00,1996,INDL,C,D,STD,RCMT,749360400,RCM TECHNOLOGIES INC,USD,10,,,24.407,16.22,3.015,61.039,14,700841,A,RCM Technologies Inc,2020,20,na,na
